job_name,plugin_config,seed,priority,rs_prefix,replica_index,latency_default_s,latency_plugin_s,delta_latency_s,default_first_apply_time_s,default_first_running_time_s,plugin_first_apply_time_s,plugin_first_running_time_s,both_have_apply_time,both_have_running_time
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000133,0,0.0,0.0,0.0,23.9289,23.9289,24.1208,24.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000133,1,0.0,0.0,0.0,24.9289,24.9289,24.1208,24.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000134,0,0.0,0.0,0.0,23.9289,23.9289,24.1208,24.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000137,0,0.0,0.0,0.0,24.9289,24.9289,24.1208,24.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000138,0,0.0,0.0,0.0,24.9289,24.9289,24.1208,24.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000139,0,0.0,0.0,0.0,25.9289,25.9289,25.1208,25.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000140,0,0.0,0.0,0.0,25.9289,25.9289,25.1208,25.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000140,1,0.0,0.0,0.0,25.9289,25.9289,25.1208,25.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000142,0,0.0,0.0,0.0,62.9289,62.9289,63.1208,63.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000143,0,0.0,0.0,0.0,66.9289,66.9289,66.1208,66.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000143,1,0.0,0.0,0.0,66.9289,66.9289,66.1208,66.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000144,0,0.0,0.0,0.0,67.9289,67.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000144,1,0.0,0.0,0.0,67.9289,67.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000144,2,0.0,0.0,0.0,67.9289,67.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000145,0,0.0,0.0,0.0,67.9289,67.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000145,1,0.0,0.0,0.0,67.9289,67.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000145,2,0.0,0.0,0.0,67.9289,67.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000146,0,,44.0,,67.9289,,68.1208,112.1208,1,0
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000146,1,,44.0,,67.9289,,68.1208,112.1208,1,0
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000146,2,,44.0,,67.9289,,68.1208,112.1208,1,0
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000147,0,0.0,0.0,0.0,67.9289,67.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000148,0,0.0,0.0,0.0,68.9289,68.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000148,1,0.0,0.0,0.0,68.9289,68.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000149,0,0.0,0.0,0.0,68.9289,68.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000150,0,,,,68.9289,,68.1208,,1,0
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000150,1,,,,68.9289,,68.1208,,1,0
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000151,0,,3.0,,68.9289,,68.1208,71.1208,1,0
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000152,0,0.0,0.0,0.0,68.9289,68.9289,68.1208,68.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000152,1,0.0,0.0,0.0,68.9289,68.9289,69.1208,69.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000152,2,0.0,0.0,0.0,68.9289,68.9289,69.1208,69.1208,1,1
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000153,0,,,,68.9289,,69.1208,,1,0
nodes=32_prio=1_arrival=8s,mode=periodic8s_blocking=0_defpreempt=0,1420052706459400740,1,rs-000153,1,,,,69.9289,,69.1208,,1,0
